nome_arquivo,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
imagem347_aug0.jpg,0.028019939,0.0021570094,0.0066629285,0.0074272067,0.016984839,0.05306708,0.16973956,0.048153687,0.00112108,0.0,0.0,0.0,0.0,0.2766168,0.05671651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10704507,0.22628826,0.0,0.0,0.0
imagem121_aug0.jpg,0.033714987,0.0020687373,0.00981179,0.012049829,0.025277073,0.08154944,0.13450731,0.034218363,0.00013580332,0.0,0.0,0.0,0.0,0.28661382,0.046719514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048300717,0.28503263,0.0,0.0,0.0
imagem120_aug0.jpg,0.038023144,0.0018251359,0.006281972,0.011730781,0.029368807,0.09897783,0.13666497,0.010400849,5.9846934e-05,0.0,0.0,0.0,0.0,0.31754273,0.015790593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047642462,0.28569087,0.0,0.0,0.0
imagem346_aug0.jpg,0.026659174,0.002535471,0.0074851364,0.011886098,0.031863224,0.09625866,0.13409995,0.02254119,4.436951e-06,0.0,0.0,0.0,0.0,0.20935507,0.12397827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05377979,0.27955353,0.0,0.0,0.0
imagem239_aug1.jpg,0.04703071,0.001832058,0.009031324,0.010165493,0.020119172,0.061490867,0.11425365,0.06932762,8.2440565e-05,0.0,0.0,0.0,0.0,0.32408693,0.009246403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05772268,0.27561066,0.0,0.0,0.0
imagem238_aug1.jpg,0.038391158,0.0012922985,0.0038613256,0.005786951,0.015231446,0.056269478,0.16327152,0.04917283,5.6326262e-05,0.0,0.0,0.0,0.0,0.29544133,0.037892006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07074762,0.2625857,0.0,0.0,0.0
imagem403_aug1.jpg,0.027774328,0.0011061965,0.005732306,0.0063854186,0.012014692,0.05289482,0.14285672,0.084485225,8.363295e-05,0.0,0.0,0.0,0.0,0.2823164,0.05101696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108753435,0.2245799,0.0,0.0,0.0
imagem402_aug1.jpg,0.03302037,0.0033448006,0.00602889,0.0067370725,0.013683097,0.046464942,0.1512382,0.071994536,0.0008214139,0.0,0.0,0.0,0.0,0.28936377,0.04396957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12086341,0.21246992,0.0,0.0,0.0
imagem157_aug1.jpg,0.044846706,0.0014185278,0.009852901,0.017644018,0.04047291,0.09345372,0.11157015,0.014036868,3.753404e-05,0.0,0.0,0.0,0.0,0.2936784,0.03965493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076941326,0.256392,0.0,0.0,0.0
imagem331_aug1.jpg,0.02765485,0.001823184,0.009178509,0.011394788,0.029153833,0.08261964,0.1508947,0.020013148,0.0006006736,0.0,0.0,0.0,0.0,0.27692494,0.056408387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058043353,0.27528998,0.0,0.0,0.0
imagem330_aug1.jpg,0.043817583,0.00157662,0.0069532017,0.011663707,0.035972353,0.1040868,0.11936364,0.009814007,8.541603e-05,0.0,0.0,0.0,0.0,0.31083316,0.022500182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07032264,0.26301068,0.0,0.0,0.0
imagem156_aug1.jpg,0.031255905,0.0016255153,0.011013881,0.026084475,0.06409533,0.13590923,0.059419636,0.002911868,0.0010174876,0.0,0.0,0.0,0.0,0.19218375,0.1411496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040741503,0.29259184,0.0,0.0,0.0
imagem270_aug1.jpg,0.033792235,0.0012080153,0.011154222,0.01248336,0.01833471,0.06566098,0.13789241,0.050689157,0.002118252,0.0,0.0,0.0,0.0,0.31676197,0.016571378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06084421,0.27248913,0.0,0.0,0.0
